title,category,soc,median_pay_annual,entry_education,num_jobs_2024,exposure,exposure_rationale,karpathy_normalized,openai_beta,openai_alpha,human_beta,anthropic_observed,frey_osborne_prob,theory_reality_gap,llm_shift,consensus_score,n_sources,disagreement
Data scientists,math,15-2051,112590.0,Bachelor's degree,245900.0,9,"Data science is a fully digital occupation centered on coding, statistical modeling, and data analysis—all areas where AI is rapidly achieving parity or superiority. While human judgment is still needed for business context and ethical oversight, AI can now automate significant portions of the data pipeline, including cleaning raw data, generating complex code, and even suggesting optimal model architectures.",0.9,0.6948232323232323,0.38964646464646463,0.5815025252525253,0.4605,,0.23432323232323227,,0.6851077441077441,3,0.4395
Database administrators and architects,computer-and-information-technology,,123100.0,Bachelor's degree,144900.0,9,"This occupation is entirely digital, involving coding (SQL), system architecture, and data management—all areas where AI is exceptionally proficient. AI can already automate routine DBA tasks like performance tuning, query optimization, and security monitoring, while LLMs are highly capable of generating and debugging the complex schemas and scripts used by database architects.",0.9,,,,,,,,0.9,1,
Delivery truck drivers and driver/sales workers,transportation-and-material-moving,,42770.0,High school diploma or equivalent,1531300.0,3,"While AI and autonomous vehicle technology are advancing, the core of this job involves significant physical labor, such as loading/unloading cargo and navigating unpredictable 'last-mile' environments. AI may optimize routing and assist with sales communication, but the physical requirement to move goods from a vehicle to a customer's door remains a major barrier to full automation.",0.3,,,,,,,,0.3,1,
Dental and ophthalmic laboratory technicians and medical appliance technicians,production,51-9080,45820.0,High school diploma or equivalent,66800.0,5,"This occupation is a hybrid of physical craftsmanship and digital design, with AI and automation already driving a projected decline in dental technician roles. While the physical assembly, polishing, and repair of medical devices require manual dexterity, the 'knowledge' phase of the job—interpreting prescriptions and designing appliances—is rapidly shifting toward AI-integrated CAD/CAM software and 3D printing.",0.5,,,,,,,,0.5,1,
Dental assistants,healthcare,31-9091,47300.0,Postsecondary nondegree award,381900.0,3,"The core of the job involves physical, hands-on tasks such as sterilizing instruments, assisting in surgeries, and providing direct patient care that requires human presence and manual dexterity. While AI can significantly automate the administrative and digital aspects of the role—such as scheduling, billing, and preliminary X-ray analysis—the majority of the workday is spent in the physical dental operatory where AI cannot currently replace human labor.",0.3,0.2666666666666666,0.1333333333333333,0.1,0.0,0.51,0.2666666666666666,-0.21000000000000002,0.18888888888888888,3,0.3
Dental hygienists,healthcare,29-1292,94260.0,Associate's degree,221600.0,2,"The core of this occupation involves high-precision manual dexterity and physical procedures performed on patients in a clinical setting, which AI cannot replicate. While AI may assist with peripheral tasks like analyzing X-rays or automating patient documentation, the primary work of cleaning teeth and conducting physical exams remains insulated from automation.",0.2,0.1875,0.0625,0.09375,0.0,,0.1875,,0.12916666666666668,3,0.2
Dentists,healthcare,29-1020,179210.0,Doctoral or professional degree,149300.0,3,"The core of dentistry involves highly precise physical procedures, manual dexterity, and real-time patient interaction in a clinical setting, which are resistant to AI automation. While AI will significantly enhance diagnostic accuracy through X-ray analysis and streamline administrative practice management, the physical requirement of performing surgery and restorative work creates a strong barrier to high exposure.",0.3,,,,,,,,0.3,1,
Desktop publishers,office-and-administrative-support,43-9031,53620.0,Associate's degree,5000.0,9,"The work product is entirely digital and involves routine information processing, layout design, and basic editing—all areas where AI is highly proficient. Generative AI and automated layout tools can now handle text integration, image adjustment, and formatting with minimal human intervention, leading to a projected decline in the occupation as these tasks are automated or absorbed by other roles using AI tools.",0.9,0.6451612903225806,0.3225806451612903,0.4838709677419355,0.464,0.16,0.1811612903225806,0.74,0.6697204301075269,3,0.436
Diagnostic medical sonographers,healthcare,29-2032,89340.0,Associate's degree,90000.0,5,"The occupation is a hybrid of physical and digital work; while AI is rapidly advancing in image analysis and diagnostic assistance, the role requires significant physical presence to position patients and manipulate transducers with high hand-eye coordination. Furthermore, the interpersonal aspect of patient care and the real-time physical adjustments needed during a scan provide a substantial barrier to full automation.",0.5,0.3026315789473684,0.1052631578947368,0.2894736842105263,0.0,0.35,0.3026315789473684,0.15000000000000002,0.2675438596491228,3,0.5
Diesel service technicians and mechanics,installation-maintenance-and-repair,49-3031,60640.0,High school diploma or equivalent,319900.0,3,"The core of this occupation is highly physical, requiring manual dexterity, strength, and real-time problem-solving in a hands-on environment. While AI will significantly enhance diagnostic software and technical manuals used by technicians, it cannot perform the physical repairs, parts replacement, or tool manipulation that define the job.",0.3,0.0,0.0,0.0,0.0,0.73,0.0,-0.43,0.09999999999999999,3,0.3
Dietitians and nutritionists,healthcare,29-1031,73850.0,Bachelor's degree,90900.0,6,"The core tasks of analyzing nutritional data, interpreting research, and creating personalized meal plans are highly digital and data-driven, making them susceptible to AI automation and augmentation. However, the role requires significant interpersonal counseling, empathy, and clinical judgment in medical settings, which provides a buffer against full automation.",0.6,0.5487804878048781,0.1463414634146341,0.4634146341463415,0.1328,0.0039,0.41598048780487806,0.5961,0.4271934959349594,3,0.46719999999999995
Drafters,architecture-and-engineering,17-3010,65380.0,Associate's degree,192100.0,9,"Drafters perform work that is almost entirely digital, converting conceptual sketches into technical CAD and BIM models. AI is rapidly advancing in generative design and automated technical drawing, allowing for the immediate translation of engineering specifications into precise models, which significantly reduces the human labor required for these tasks.",0.9,,,,,,,,0.9,1,
"Drywall installers, ceiling tile installers, and tapers",construction-and-extraction,47-2080,58800.0,No formal educational credential,118600.0,1,"The core tasks of this occupation are entirely physical, involving manual labor, dexterity, and movement in unpredictable construction environments. While AI might assist with peripheral administrative tasks or material estimation, it cannot perform the physical installation, cutting, or finishing of drywall and ceiling tiles.",0.1,,,,,,,,0.1,1,
Economists,life-physical-and-social-science,19-3011,115440.0,Master's degree,17600.0,9,"Economists perform work that is almost entirely digital, involving data analysis, mathematical modeling, and technical writing. AI is exceptionally proficient at the core tasks of this role, including processing large datasets, identifying statistical patterns, and generating reports, which significantly increases productivity and reduces the number of human workers needed for routine analysis.",0.9,0.5526315789473684,0.1052631578947368,0.6173245614035088,0.2418,0.43,0.31083157894736835,0.47000000000000003,0.5648105263157895,3,0.6582
Editors,media-and-communication,27-3041,75260.0,Bachelor's degree,115800.0,9,"Editing is a fully digital occupation centered on language processing, a core strength of Large Language Models. AI can already perform high-level copy editing, fact-checking, and rewriting, significantly increasing individual productivity and reducing the total number of human editors required for routine content management.",0.9,0.6470588235294118,0.3529411764705882,0.6470588235294118,0.246,0.055,0.4010588235294118,0.845,0.5976862745098039,3,0.654
Electrical and electronic engineering technologists and technicians,architecture-and-engineering,17-3023,77180.0,Associate's degree,93700.0,5,"This occupation involves a significant amount of physical labor, such as assembling prototypes, soldering circuitry, and repairing hardware, which provides a buffer against full automation. However, a substantial portion of the role involves digital tasks like drafting schematics, analyzing test data, and writing technical reports—all areas where AI is becoming highly proficient. AI will likely augment their troubleshooting capabilities and automate the documentation aspects of the job, increasing individual productivity but potentially reducing overall demand.",0.5,0.4056603773584905,0.1886792452830188,0.330188679245283,0.0202,0.84,0.3854603773584905,-0.33999999999999997,0.3086201257861635,3,0.4798
Electrical and electronics engineers,architecture-and-engineering,17-2070,118780.0,Bachelor's degree,287900.0,7,"The core work of designing circuits, modeling systems, and writing documentation is digital and highly susceptible to AI-driven automation and optimization. While physical testing, site visits, and manufacturing supervision provide a buffer, the rapid advancement of AI in CAD, simulation, and coding significantly increases the productivity and exposure of the knowledge-work components.",0.7,,,,,,,,0.7,1,
Electrical and electronics installers and repairers,installation-maintenance-and-repair,,71270.0,See How to Become One,118800.0,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",0.3,,,,,,,,0.3,1,
Electrical power-line installers and repairers,installation-maintenance-and-repair,49-9051,92560.0,High school diploma or equivalent,127400.0,2,"The core work is highly physical, involving climbing towers, operating heavy machinery, and manual repair in unpredictable outdoor environments. While AI can assist with remote monitoring and diagnostic data analysis, it cannot perform the high-risk physical labor required to install or repair high-voltage infrastructure.",0.2,0.0,0.0,0.0,0.0,0.097,0.0,0.10300000000000001,0.06666666666666667,3,0.2
Electricians,construction-and-extraction,47-2111,62350.0,High school diploma or equivalent,818700.0,2,"The core work of an electrician is highly physical, involving manual installation, repair, and navigation of complex, unpredictable physical environments like construction sites and crawl spaces. While AI may assist with peripheral tasks like blueprint analysis, diagnostic calculations, or scheduling, it cannot perform the tactile labor or real-time physical problem-solving required for the job.",0.2,0.1463414634146341,0.0975609756097561,0.1463414634146341,0.0,0.15,0.1463414634146341,0.05000000000000002,0.1154471544715447,3,0.2
Electro-mechanical and mechatronics technologists and technicians,architecture-and-engineering,17-3024,70760.0,Associate's degree,15000.0,4,"This occupation involves a significant amount of physical labor, including soldering, operating metalworking machinery, and repairing hydraulic systems, which provides a strong barrier against full AI automation. However, AI will increasingly assist with the knowledge-based aspects of the job, such as analyzing test results, interpreting complex schematics, and diagnosing faults in the very robotic systems these technicians maintain.",0.4,0.3873555840821566,0.2564184852374839,0.22111681643132214,0.0,0.81,0.3873555840821566,-0.41000000000000003,0.2624518613607189,3,0.4
"Elementary, middle, and high school principals",management,11-9032,104070.0,Master's degree,333300.0,6,"Principals perform significant knowledge work—such as curriculum development, budget management, and data analysis of student performance—that is highly susceptible to AI augmentation and automation. However, the core of the role requires physical presence for school safety, real-time crisis management, and high-stakes interpersonal interactions with students, parents, and staff that AI cannot currently replicate.",0.6,0.4181818181818181,0.0181818181818181,0.4545454545454545,0.0525,0.0046,0.3656818181818181,0.5953999999999999,0.3568939393939394,3,0.5475
Elevator and escalator installers and repairers,construction-and-extraction,47-4021,106580.0,High school diploma or equivalent,24200.0,3,"The core of this occupation involves highly physical, manual labor in unpredictable environments, such as elevator shafts and machine rooms, which provides a strong barrier against AI automation. While AI can significantly enhance diagnostic troubleshooting and predictive maintenance through computerized control systems, the actual installation, repair, and physical manipulation of heavy mechanical components still require a human presence. AI acts as a sophisticated tool for the technician rather than a replacement for the physical work.",0.3,0.1842105263157894,0.1578947368421052,0.0789473684210526,0.0,0.39,0.1842105263157894,-0.09000000000000002,0.1614035087719298,3,0.3
Emergency management directors,management,11-9161,86130.0,Bachelor's degree,13200.0,6,"The role involves significant digital knowledge work, such as analyzing hazards, drafting complex response plans, and managing federal funding applications, all of which are highly susceptible to AI augmentation. However, the core of the job requires high-stakes real-time decision-making, physical presence at command centers during disasters, and intense interpersonal coordination with government officials and the public, providing a buffer against full automation.",0.6,0.4222222222222222,0.0,0.6,0.0,0.003,0.4222222222222222,0.597,0.34074074074074073,3,0.6
EMTs and paramedics,healthcare,29-2040,46350.0,Postsecondary nondegree award,282900.0,3,"The core of this occupation involves physical intervention, manual dexterity, and real-time human presence in unpredictable environments, which are highly resistant to AI. While AI will significantly assist with peripheral tasks like EKG interpretation, diagnostic decision support, and automated documentation, the physical requirements of patient transport and hands-on emergency care remain essential human functions.",0.3,,,,,,,,0.3,1,
Entertainment and recreation managers,management,11-9072,77180.0,Bachelor's degree,43200.0,5,"This role involves a significant amount of digital knowledge work, such as budgeting, scheduling, and strategic planning, which is highly susceptible to AI optimization. However, the core of the job requires physical presence to inspect facilities, manage real-time emergencies, and provide high-touch interpersonal leadership and customer service in physical environments like parks and fitness centers.",0.5,0.3529411764705882,0.1764705882352941,0.3823529411764705,,,,,0.4264705882352941,2,0.1470588235294118
Environmental engineering technologists and technicians,architecture-and-engineering,17-3025,58890.0,Associate's degree,12900.0,5,"This occupation is a hybrid of physical fieldwork and digital knowledge work. While AI can significantly automate data analysis, report reviewing, and regulatory compliance checks, it cannot physically collect soil and water samples, maintain field equipment, or perform on-site hazardous material disposal. The BLS already notes that automated testing is increasing productivity, which limits job growth even as the core physical tasks remain human-centric.",0.5,0.4078947368421052,0.1052631578947368,0.4342105263157894,0.1029,0.25,0.3049947368421052,0.25,0.3369315789473684,3,0.3971
Environmental engineers,architecture-and-engineering,17-2081,104170.0,Bachelor's degree,39400.0,6,"Environmental engineering involves a significant amount of digital knowledge work, including data analysis, system design, and report writing, which are highly susceptible to AI augmentation. However, the role is insulated by the necessity for physical site inspections, regulatory compliance monitoring in the field, and the legal accountability associated with Professional Engineer (PE) licensure.",0.6,0.5555555555555556,0.1296296296296296,0.5,0.0358,0.018,0.5197555555555555,0.582,0.3971185185185185,3,0.5642
Environmental science and protection technicians,life-physical-and-social-science,19-4042,49490.0,Associate's degree,40400.0,4,"The core of this role involves physical fieldwork, such as collecting soil and water samples and inspecting facilities, which AI cannot perform. However, AI will significantly impact the digital aspects of the job, including data analysis, the preparation of reports and charts, and the modeling of environmental impacts.",0.4,0.4555555555555556,0.2444444444444444,0.4222222222222222,0.1444,,0.31115555555555563,,0.3333185185185185,3,0.31115555555555563
Environmental scientists and specialists,life-physical-and-social-science,19-2041,80060.0,Bachelor's degree,90300.0,6,"This occupation involves a significant amount of digital knowledge work, including data analysis, report writing, and regulatory compliance, which are highly susceptible to AI augmentation. However, the role is anchored by a physical component involving fieldwork, site inspections, and laboratory sample analysis that AI cannot currently replicate. AI will likely serve as a powerful tool for modeling environmental impacts and drafting technical documents, increasing individual productivity while leaving the physical data collection and stakeholder relationship management to humans.",0.6,0.5217162952137376,0.062366671773898874,0.7103039146935072,0.0548,0.033,0.4669162952137376,0.567,0.3921720984045792,3,0.5452
Epidemiologists,life-physical-and-social-science,19-1041,83980.0,Master's degree,12300.0,7,"Epidemiology is a data-intensive knowledge profession where core tasks like statistical analysis, pattern recognition in large datasets, and literature reviews are highly susceptible to AI augmentation. While the role requires human judgment for policy-making, community outreach, and field investigations, the shift toward digital health records and automated surveillance systems significantly increases the productivity and exposure of the occupation.",0.7,0.4423076923076923,0.0,0.5576923076923077,0.0,0.2,0.4423076923076923,0.49999999999999994,0.38076923076923075,3,0.7
Exercise physiologists,healthcare,29-1128,58160.0,Bachelor's degree,23900.0,4,"The role involves a significant amount of physical presence, including conducting stress tests, measuring vital signs with medical equipment, and providing hands-on rehabilitative care. While AI can highly automate the digital aspects of the job—such as analyzing medical history, processing biometric data, and generating personalized exercise regimens—the core requirement for real-time human interaction, physical assessment, and clinical supervision in a medical setting limits its total exposure.",0.4,0.26,0.04,0.34,0.0,,0.26,,0.22,3,0.4
"Farmers, ranchers, and other agricultural managers",management,11-9013,87980.0,High school diploma or equivalent,836100.0,4,"The role involves a significant amount of physical labor, equipment maintenance, and real-time management of biological systems that cannot be digitized. However, AI will heavily impact the management side of the job, including crop yield prediction, financial planning, and automated resource allocation, making individual managers significantly more productive and contributing to further farm consolidation.",0.4,0.3673469387755101,0.0408163265306122,0.2448979591836734,0.0,0.047,0.3673469387755101,0.35300000000000004,0.25578231292517,3,0.4
Fashion designers,arts-and-design,27-1022,80690.0,Bachelor's degree,25700.0,7,"Fashion design is increasingly digital, utilizing CAD and graphics software for sketching, trend analysis, and virtual modeling—all areas where generative AI is rapidly advancing. While the physical aspects of selecting fabrics, creating prototypes, and overseeing production provide a buffer, the core creative and analytical tasks are highly susceptible to AI-driven automation and productivity gains.",0.7,0.390625,0.0,0.375,0.0568,0.021,0.333825,0.6789999999999999,0.38247499999999995,3,0.6432
Film and video editors and camera operators,media-and-communication,27-4030,70570.0,Bachelor's degree,79900.0,7,"This occupation is a hybrid of physical camera operation and digital video editing. While camera operators have a physical barrier to AI due to the need for on-site equipment management and real-world positioning, editors work entirely in digital environments where AI is rapidly automating tasks like color grading, sound syncing, and even rough-cut generation. The rise of generative video and AI-driven post-production tools significantly increases the productivity of each worker, potentially reducing the total number of editors needed for complex projects.",0.7,,,,,,,,0.7,1,
Financial analysts,business-and-financial,,101910.0,Bachelor's degree,429000.0,9,"Financial analysts perform work that is almost entirely digital, involving the processing of large datasets, trend analysis, and the generation of reports—all areas where AI excels. While high-level strategy and client relationships provide some insulation, the core tasks of data evaluation, risk assessment, and financial modeling are being rapidly automated or significantly enhanced by AI, leading to major restructuring of the occupation.",0.9,,,,,,,,0.9,1,
Financial clerks,office-and-administrative-support,,48650.0,High school diploma or equivalent,1193000.0,9,"Financial clerks perform routine, digital-first tasks such as data entry, record updating, and basic financial calculations that are highly susceptible to AI automation. While some roles involve customer interaction, the core functions—processing claims, verifying credit, and managing payroll—are increasingly handled by AI-driven software, leading to a projected decline in employment.",0.9,,,,,,,,0.9,1,
Financial examiners,business-and-financial,13-2061,90400.0,Bachelor's degree,65100.0,8,"Financial examiners perform work that is almost entirely digital, involving the analysis of balance sheets, loan documentation, and regulatory text. AI is exceptionally well-suited for automating the core tasks of this role, such as identifying anomalies in financial data, summarizing meeting minutes, and checking compliance against complex legal frameworks, though human judgment remains necessary for final risk assessments and high-level management evaluations.",0.8,0.5,0.0606060606060606,0.5757575757575758,0.0428,0.17,0.4572,0.63,0.4476,3,0.7572000000000001
Financial managers,management,11-3031,161700.0,Bachelor's degree,868600.0,7,"Financial management is a predominantly digital knowledge-work occupation focused on data analysis, reporting, and forecasting, all of which are highly susceptible to AI automation and enhancement. While the role requires significant human judgment, strategic advisory, and leadership, the core technical tasks of monitoring financial details and preparing statements are being rapidly transformed by AI tools.",0.7,0.4850552306692657,0.0,0.4541306971131532,0.3907,0.069,0.09435523066926571,0.631,0.5252517435564219,3,0.30929999999999996
Fire inspectors,protective-service,33-2020,75480.0,See How to Become One,17600.0,4,"The role requires a significant physical presence for onsite inspections, evidence collection in debris, and forest patrolling, which provides a natural barrier to AI. However, AI can substantially assist with digital tasks such as reviewing building blueprints, analyzing fire scene data, and automating the documentation of code violations and legal reports.",0.4,,,,,,,,0.4,1,
Firefighters,protective-service,33-2011,59530.0,Postsecondary nondegree award,344900.0,3,"The core duties of firefighting are intensely physical and require real-time presence in unpredictable, hazardous environments where AI cannot currently operate. While AI may enhance peripheral tasks like incident reporting, equipment maintenance scheduling, and predictive wildfire modeling, the essential work of rescuing victims and extinguishing fires remains a human-centric manual task.",0.3,0.1403508771929824,0.1052631578947368,0.087719298245614,0.0,0.17,0.1403508771929824,0.12999999999999998,0.14678362573099413,3,0.3
Fishing and hunting workers,farming-fishing-and-forestry,45-3031,,No formal educational credential,21900.0,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",0.2,0.043859649122807,0.0,0.0087719298245614,,,,,0.1219298245614035,2,0.15614035087719302
Fitness trainers and instructors,personal-care-and-service,39-9031,46180.0,High school diploma or equivalent,370100.0,3,"The core of this occupation requires physical presence to demonstrate exercises, correct form in real-time to prevent injury, and provide high-touch motivational support. While AI can automate peripheral tasks like workout programming, nutrition planning, and social media marketing, it cannot replace the physical safety monitoring and interpersonal accountability that define the role.",0.3,0.0147058823529411,0.0,0.2352941176470588,0.0,0.085,0.0147058823529411,0.21499999999999997,0.1049019607843137,3,0.3
Flight attendants,transportation-and-material-moving,53-2031,67130.0,High school diploma or equivalent,130800.0,3,"The core responsibilities of flight attendants are physical and interpersonal, involving safety enforcement, emergency medical response, and manual service tasks that AI cannot perform. While AI may assist with peripheral digital tasks like report writing or passenger manifest management, the role is largely defined by a physical presence required by law for passenger safety.",0.3,0.1666666666666666,0.1458333333333333,0.1458333333333333,0.0913,0.35,0.0753666666666666,-0.04999999999999999,0.18598888888888887,3,0.2087
Flooring installers and tile and stone setters,construction-and-extraction,47-2040,52000.0,No formal educational credential,112300.0,1,"The core duties of this occupation are entirely physical, involving manual dexterity, heavy lifting, and real-time adaptation to irregular physical surfaces in unpredictable environments. While AI might assist with minor administrative tasks or design visualization, it cannot perform the tactile labor of cutting, laying, and finishing materials on-site.",0.1,,,,,,,,0.1,1,
Floral designers,arts-and-design,27-1023,36120.0,High school diploma or equivalent,43800.0,3,"The core of the job is a physical craft involving the handling of perishable biological materials and manual assembly, which AI cannot perform. However, AI can significantly assist with peripheral digital tasks such as generating design concepts for customers, managing inventory, and automating customer service for online orders.",0.3,0.1999999999999999,0.0666666666666666,0.2666666666666666,0.0,0.047,0.1999999999999999,0.253,0.16666666666666663,3,0.3
Food and beverage serving and related workers,food-preparation-and-serving,,31040.0,No formal educational credential,5030600.0,3,"The core of this occupation involves physical labor, such as clearing tables, carrying heavy trays, and cleaning, which are difficult to automate with current robotics. However, AI is increasingly handling digital peripheral tasks like order-taking via kiosks or voice-AI drive-thrus and managing reservations, which reduces the need for human staff in front-of-house roles.",0.3,,,,,,,,0.3,1,
Food preparation workers,food-preparation-and-serving,35-2021,34220.0,No formal educational credential,902700.0,2,"The core duties are highly physical and require manual dexterity in unpredictable kitchen environments, which are difficult for AI to automate directly. While AI might optimize inventory management or scheduling, the primary tasks of washing, cutting, and preparing food remain resistant to digital replacement, though some labor may be displaced by industrial food processing automation.",0.2,0.037037037037037,0.0185185185185185,0.0462962962962962,0.0,0.87,0.037037037037037,-0.6699999999999999,0.07901234567901234,3,0.2
Food processing equipment workers,production,,40050.0,See How to Become One,282600.0,3,"The core of this occupation involves physical labor, such as loading ingredients, cleaning machinery, and manual quality checks, which are resistant to AI. While AI can optimize recipes, monitor sensor data, and automate some equipment controls, the requirement for human presence in a physical manufacturing environment to handle unpredictable mechanical issues and sanitation limits overall exposure.",0.3,,,,,,,,0.3,1,
Food service managers,management,11-9051,65310.0,High school diploma or equivalent,352800.0,4,"While AI can significantly automate administrative tasks like staff scheduling, inventory ordering, and payroll management, the core of the job requires physical presence and real-time human interaction. Managers must physically inspect facilities for safety, handle unpredictable interpersonal conflicts with staff and customers, and perform manual labor during peak hours, which provides a strong buffer against full automation.",0.4,0.4166666666666666,0.0625,0.3958333333333333,0.0,0.083,0.4166666666666666,0.317,0.2722222222222222,3,0.4166666666666666
Forensic science technicians,life-physical-and-social-science,19-4092,67440.0,Bachelor's degree,20700.0,5,"The role is a hybrid of physical evidence collection and digital analysis. While AI can significantly automate pattern recognition (fingerprints, ballistics) and statistical reporting, the job requires physical presence at crime scenes to collect samples and the human credibility necessary to testify in court as an expert witness.",0.5,0.3870967741935484,0.064516129032258,0.1935483870967742,0.0,0.0095,0.3870967741935484,0.4905,0.2956989247311828,3,0.5
Forest and conservation workers,farming-fishing-and-forestry,45-4011,43680.0,High school diploma or equivalent,10800.0,2,"The core duties of this occupation are highly physical and performed in unpredictable outdoor environments, such as planting seedlings, clearing brush, and suppressing forest fires. While AI and remote sensing can assist with peripheral tasks like tree counting and health monitoring, the primary labor-intensive functions cannot be automated by digital AI systems.",0.2,0.0434782608695652,0.0434782608695652,0.0652173913043478,0.0,0.87,0.0434782608695652,-0.6699999999999999,0.08115942028985507,3,0.2
Fundraisers,business-and-financial,13-1131,66490.0,Bachelor's degree,134400.0,7,"Fundraising involves significant digital work including donor research, data analysis, and the creation of promotional messaging, all of which are highly susceptible to AI automation and enhancement. While major gift solicitation and event management require high-level interpersonal skills and physical presence, the majority of the administrative, analytical, and communication-based tasks are moving toward AI-driven workflows.",0.7,0.5192307692307693,0.1538461538461538,0.4903846153846154,0.0466,,0.4726307692307693,,0.42194358974358975,3,0.6534
Funeral service workers,personal-care-and-service,,59420.0,Associate's degree,59600.0,3,"The core of this occupation involves physical tasks like preparing remains and transporting the deceased, alongside high-stakes interpersonal work providing grief counseling and comfort. While AI can streamline administrative duties like filing death certificates, scheduling, and writing obituaries, it cannot replace the physical presence and emotional intelligence required for funeral services.",0.3,,,,,,,,0.3,1,
Gambling services workers,personal-care-and-service,,35630.0,High school diploma or equivalent,150600.0,4,"The occupation is a hybrid of physical hospitality and digital-adjacent information processing. While AI and automation are significantly impacting sports book writers and slot operations through online platforms and automated betting, the core of the job for dealers and managers involves physical presence, manual dexterity, and real-time human interaction to ensure a 'pleasant experience' and monitor for physical rule violations.",0.4,,,,,,,,0.4,1,
General maintenance and repair workers,installation-maintenance-and-repair,49-9071,48620.0,High school diploma or equivalent,1629700.0,2,"The core of this occupation involves physical labor, manual dexterity, and real-time problem-solving in unpredictable physical environments, which are currently beyond the reach of AI and robotics. AI may assist with peripheral tasks like diagnosing equipment issues via computer vision or managing supply orders, but the primary work of repairing buildings and machinery remains a hands-on human requirement.",0.2,0.1372549019607843,0.0392156862745098,0.0784313725490196,0.0,0.64,0.1372549019607843,-0.44,0.11241830065359477,3,0.2
General office clerks,office-and-administrative-support,43-9061,43630.0,High school diploma or equivalent,2646000.0,9,"The core duties of this role—data entry, document formatting, scheduling, and information processing—are almost entirely digital and routine, making them highly susceptible to AI automation. While some physical tasks like handling mail or greeting visitors remain, the vast majority of the workload can be absorbed by AI agents and automated software, as reflected in the BLS's projected decline for the occupation.",0.9,0.5757575757575758,0.3636363636363636,0.5,0.4504,0.96,0.12535757575757578,-0.05999999999999994,0.6420525252525252,3,0.4496
Genetic counselors,healthcare,29-9092,98910.0,Master's degree,4000.0,6,"Genetic counselors perform high-level knowledge work, including analyzing complex DNA data and medical histories, which is highly susceptible to AI optimization. However, the core of the role involves providing psychological support and navigating sensitive ethical decisions with patients, requiring a level of empathy and human connection that limits full automation.",0.6,0.5,0.1052631578947368,0.631578947368421,0.0123,,0.4877,,0.3707666666666667,3,0.5877
Geographers,life-physical-and-social-science,19-3092,97200.0,Bachelor's degree,1500.0,8,"Geographers primarily perform digital knowledge work, including data analysis, GIS modeling, and report writing, all of which are highly susceptible to AI automation and enhancement. While some fieldwork exists, the core of the profession involves processing satellite imagery and census data—tasks where AI and machine learning are rapidly becoming more efficient than humans.",0.8,0.4999999999999999,0.1666666666666666,0.375,0.1096,0.25,0.39039999999999986,0.55,0.4698666666666666,3,0.6904
Geological and hydrologic technicians,life-physical-and-social-science,,50510.0,Associate's degree,12900.0,5,"This occupation is a hybrid of physical fieldwork and digital data analysis. While AI and automation (like drones and remote sensors) are increasingly handling data collection and mapping, the role still requires significant physical presence for equipment maintenance, manual sample collection, and laboratory testing that cannot be fully digitized.",0.5,,,,,,,,0.5,1,
Geoscientists,life-physical-and-social-science,19-2042,99240.0,Bachelor's degree,25100.0,5,"Geoscientists have a balanced mix of physical and digital work. While AI is highly effective at analyzing seismic data, GIS mapping, and predictive modeling, the core of the job requires physical fieldwork, sample collection in remote environments, and laboratory testing that AI cannot perform. Consequently, AI will significantly enhance their analytical productivity but cannot replace the essential physical presence and real-world data gathering required for the profession.",0.5,0.4666666666666667,0.1111111111111111,0.4777777777777778,0.043,0.63,0.4236666666666667,-0.13,0.33655555555555555,3,0.457
Glaziers,construction-and-extraction,47-2121,55440.0,High school diploma or equivalent,60500.0,2,"The core work of a glazier is highly physical, requiring manual dexterity, strength, and real-time problem-solving in unpredictable construction environments. While AI might assist with peripheral tasks like blueprint analysis or precision measurements, the actual installation, cutting, and securing of glass in the physical world remain well beyond current AI and robotic capabilities.",0.2,0.0833333333333333,0.0,0.03125,0.0,0.73,0.0833333333333333,-0.53,0.09444444444444444,3,0.2
Graphic designers,arts-and-design,27-1024,61300.0,Bachelor's degree,265900.0,9,"Graphic design is a fundamentally digital occupation where core tasks—image generation, layout creation, and photo editing—are being rapidly transformed by generative AI. While high-level creative direction and client management remain human-centric, the automation of production tasks significantly increases individual productivity, likely reducing the total number of designers needed for routine commercial work.",0.9,0.5,0.0,0.4107142857142857,0.3672,0.082,0.13279999999999997,0.8180000000000001,0.5890666666666666,3,0.5327999999999999
Grounds maintenance workers,building-and-grounds-cleaning,37-3000,38470.0,See How to Become One,1296400.0,1,"The core duties of this occupation are almost entirely physical and performed in unpredictable outdoor environments, which provides a strong natural barrier against AI. While autonomous mowers or drones may assist with specific tasks, the majority of the work—such as planting, tree climbing, and complex manual maintenance—requires human dexterity and physical presence that AI cannot replicate.",0.1,,,,,,,,0.1,1,
